"SYMBOL","logFC","AveExpr","t","P.Value","adj.P.Val","B","regulation"
"HPCAL4",-1.38765413234798,9.19406736181802,-12.1044852869973,1.85482686237644e-19,5.51365947959981e-18,33.839017087672,"Down"
"NDUFB1",0.618697985421665,11.941023872131,12.0985454048944,1.90147403515403e-19,5.64358669197262e-18,33.8143379343329,"Up"
"FLOT2",1.08316431185834,17.372830304483,12.0965821403182,1.91715017152855e-19,5.68133252220103e-18,33.8061800400054,"Up"
"GNAI3",0.780176704540263,14.8915483743239,12.0951563684907,1.92861604578538e-19,5.70650445719824e-18,33.8002552994246,"Up"
"PTK7",-1.05716092168789,8.00715063085318,-12.0939348751196,1.9384940166919e-19,5.72690778500531e-18,33.7951792470492,"Down"
"ZNF74",-0.971280259546931,10.1801357125615,-12.0900593798114,1.97017270552652e-19,5.81155552445863e-18,33.7790730741749,"Down"
"NPAS2",-1.11135953434695,7.0298155744825,-12.0863260175581,2.00118224701997e-19,5.89397280514178e-18,33.7635559842539,"Down"
"UBE2A",0.513610009734371,13.5047982754863,12.0850768251009,2.01166742256968e-19,5.91578093653991e-18,33.7583635745286,"Up"
"KIF1B",0.985580207309011,13.5966901713422,12.0846740241225,2.01506013275829e-19,5.91669720632375e-18,33.7566892490649,"Up"
"COQ5",0.640302632995047,11.4967708153758,12.0834032340429,2.02580152693459e-19,5.93915522469082e-18,33.7514068273279,"Up"
"PSMB3",0.922729486376466,14.7722111837823,12.0829649175893,2.02951976147541e-19,5.94098597250189e-18,33.749584790596,"Up"
"ZDHHC3",0.804545129797317,14.0218997111742,12.0811095148626,2.04533535294262e-19,5.97816967771038e-18,33.7418718302989,"Up"
"SLC30A4",-1.06520636182366,8.85641701623684,-12.0797165810229,2.05729029221154e-19,6.00397347740703e-18,33.7360811100918,"Down"
"NAIP",1.48393536079008,13.1676765828293,12.0782030191368,2.07036026990171e-19,6.02830586365206e-18,33.7297886649383,"Up"
"LEF1",-1.3961905873114,13.3992697573228,-12.0780246061725,2.07190640525457e-19,6.02830586365206e-18,33.7290469181835,"Down"
"CYSTM1",2.25931266511712,14.0905650676691,12.0768555580372,2.08206622701838e-19,6.04870162744839e-18,33.724186545246,"Up"
"B3GALT4",0.769316946349436,12.4954202510014,12.0756402583637,2.09268116574461e-19,6.07035595555797e-18,33.7191337156064,"Up"
"FAM171A1",-1.27885188649963,8.68854863689496,-12.0739483807705,2.10754949159744e-19,6.10426438720145e-18,33.7120991486119,"Down"
"PCYOX1",-0.502295904878429,11.3766892076603,-12.0680389928575,2.16032078151778e-19,6.23874729643746e-18,33.6875262850299,"Down"
"ADGRD1",-1.27967430776915,8.28820923214451,-12.0680215448914,2.16047854612868e-19,6.23874729643746e-18,33.6874537257397,"Down"
"COX6B1",0.783803639701947,13.7450058752882,12.0645460774736,2.19213606088872e-19,6.3111827252243e-18,33.6729999262768,"Up"
"HIST1H2BK",1.32580116841336,13.7453263225739,12.063763728298,2.199326497645e-19,6.32240519974205e-18,33.6697460988071,"Up"
"NOL6",-0.744227558356912,11.8103649107504,-12.0621337903527,2.21438331064558e-19,6.35435637468589e-18,33.6629668874832,"Down"
"CA4",1.93372035596402,13.1710758605401,12.0618452868354,2.2170591944173e-19,6.35435637468589e-18,33.6617669171392,"Up"
"ARL11",0.91230118585842,13.3138366117278,12.0566526298398,2.26578161178083e-19,6.48432254709797e-18,33.6401675359955,"Up"
"PTGER4",-0.765537626308334,12.650886227582,-12.0537701181327,2.29329172356519e-19,6.55328585827713e-18,33.6281761253771,"Down"
"NOLC1",-0.755818693186289,12.7714539725738,-12.0469670008035,2.35955975590193e-19,6.72400049574299e-18,33.5998710632039,"Down"
"PSENEN",0.781427263065258,11.9977452515763,12.0469188503656,2.36003558513294e-19,6.72400049574299e-18,33.5996707098294,"Up"
"AIF1",1.12488705670359,14.9029942249191,12.0461265006978,2.36787957736282e-19,6.73635429986639e-18,33.5963737152071,"Up"
"CYBA",0.928043652612033,17.7032842329704,12.0447825444763,2.38124432879158e-19,6.76435426712792e-18,33.59078130486,"Up"
"ELP2",-0.598502265477264,12.404455670017,-12.0404078701839,2.42527557150581e-19,6.87925654351936e-18,33.5725761986922,"Down"
"CD58",1.10783881365864,12.4754009432527,12.0374148896612,2.45587120613596e-19,6.95576619047622e-18,33.5601197389114,"Up"
"POR",1.18180509114332,14.4434076055369,12.0280312905278,2.55433586746794e-19,7.22399288114681e-18,33.5210596908457,"Up"
"CDKN2C",1.3871002818056,10.3551626343371,12.0269339566914,2.56610697909205e-19,7.24661063522127e-18,33.516491297165,"Up"
"ZNF469",-1.08123027514714,8.29862732399006,-12.0253100038872,2.58362738935102e-19,7.28075966635027e-18,33.5097302480128,"Down"
"CDKN2D",1.04564045473283,14.7532610528113,12.0251110163321,2.58578247797265e-19,7.28075966635027e-18,33.5089017770698,"Up"
"PRPF40B",-0.851141860567481,9.31181114756701,-12.0166516845925,2.67909222824425e-19,7.53244627510605e-18,33.473677823594,"Down"
"TXNDC12",0.519021726861566,13.5546468761609,12.0143792049586,2.70473104769258e-19,7.59341378784219e-18,33.4642140396379,"Up"
"LTA4H",1.05827573690389,16.0392297341858,12.0073682175422,2.78539781610765e-19,7.80846631572484e-18,33.4350130036693,"Up"
"SEC11A",0.602955145284641,13.5037018770113,12.0035973709673,2.82978114873965e-19,7.91207663159101e-18,33.4193050033972,"Up"
"AC005747.1",1.1892511193794,15.5463628632505,12.0034499796907,2.83153034256108e-19,7.91207663159101e-18,33.4186909916399,"Up"
"APBB1",-1.07046499683803,11.9530989134808,-12.0031816265785,2.83471786831985e-19,7.91207663159101e-18,33.4175730632914,"Down"
"LRIG1",-1.00411098216792,11.249235423886,-12.0009542455592,2.86131469036354e-19,7.96316318826828e-18,33.4082937377972,"Down"
"MBD2",0.578059488071885,14.2413853495205,11.9947119999568,2.93719821393452e-19,8.15072504366831e-18,33.38228542735,"Up"
"ARL3",0.801465414892427,10.7435713698174,11.9892863158475,3.00479877254319e-19,8.31428686298945e-18,33.3596757800075,"Up"
"KLHL33",-0.881395184766232,5.61922134313515,-11.9863749403216,3.04171591496464e-19,8.40432672159223e-18,33.3475422810623,"Down"
"ZSWIM5",-1.16537045814908,7.64295906802262,-11.984551139266,3.0650744587996e-19,8.45669897016218e-18,33.339940893945,"Down"
"TRIB2",-1.20650127563287,12.6042316645547,-11.9829702504558,3.085467883299e-19,8.50075175939609e-18,33.3333516358132,"Down"
"CD55",1.383735332146,15.8615164989068,11.9812358444667,3.10799879428128e-19,8.55055886054203e-18,33.326122186071,"Up"
"PRR13",0.882471823465803,15.3230633640458,11.9770092255248,3.16360079763242e-19,8.69107669770178e-18,33.3085031465196,"Up"
"PYGL",1.28685184807913,16.7033812288114,11.9710824858222,3.24325844021641e-19,8.88449241476117e-18,33.283793645099,"Up"
"ITK",-1.29936154967561,13.4833630225151,-11.9675379586183,3.29185963790334e-19,9.00478356505096e-18,33.2690140875979,"Down"
"BCL2",-1.11066297866535,12.6511916004717,-11.9663930635725,3.30771407718463e-19,9.03528213715169e-18,33.2642399382106,"Down"
"MCTP1",0.956366635824845,12.9190865975366,11.9643140193455,3.3367012874939e-19,9.10151631019109e-18,33.2555700647942,"Up"
"NR1D2",-1.10772681974257,11.3909854777626,-11.9576908535093,3.43076066612846e-19,9.34480809527161e-18,33.2279474295656,"Down"
"INSL3",1.34109868891435,9.46352199552993,11.9569368910653,3.44163589744329e-19,9.36115214427811e-18,33.2248026374796,"Up"
"BMX",1.90567038600598,11.5582410297293,11.9558011575476,3.45808335658248e-19,9.39258482269495e-18,33.2200653514033,"Up"
"AK5",-1.43731353638309,9.04048332211367,-11.9549416416874,3.47058324982408e-19,9.41322177208642e-18,33.2164801082261,"Down"
"FTO",-0.860662720053917,11.1100066013677,-11.9469444648924,3.58908760870233e-19,9.72090964032592e-18,33.1831180619138,"Down"
"TMEM204",-1.25002712888372,11.5501080113893,-11.9465734474878,3.59468323325273e-19,9.72235241241581e-18,33.1815701056919,"Down"
"SEZ6L",-1.21627363090814,7.01580414147013,-11.9433548077078,3.64359614950066e-19,9.84078436833491e-18,33.1681406776031,"Down"
"GATA3",-1.4063501511951,11.1861509651519,-11.9417594434452,3.6680882296945e-19,9.89301942062126e-18,33.1614837654618,"Down"
"CINP",0.59657672826003,12.2375324657921,11.9395833827587,3.70176250442523e-19,9.96983806065605e-18,33.15240334921,"Up"
"RGS19",0.76160030993647,15.5635653565032,11.9380545124003,3.72560748625806e-19,1.00200056804781e-17,33.146023259091,"Up"
"TMEM120A",1.03878183176003,13.7076971559645,11.9376832549951,3.73142107729841e-19,1.00216054471834e-17,33.1444739350875,"Up"
"AMER1",-1.03167500052801,9.29560154498041,-11.9362812341341,3.75345804242764e-19,1.00667115626729e-17,33.1386229116517,"Down"
"FAM169A",-1.24873999551403,9.21280703170682,-11.9292015087919,3.86675381277983e-19,1.03561050860267e-17,33.1090739165796,"Down"
"OSTF1",0.79740829768505,15.3019473446364,11.9286199068785,3.87621267714051e-19,1.03669793926364e-17,33.1066462093076,"Up"
"TMEM70",0.96951837049112,11.6562891331529,11.9230194764182,3.96849519757037e-19,1.05990282724539e-17,33.0832671231638,"Up"
"CARNS1",-1.34234578033455,10.0652655959711,-11.917781684284,4.0568021695682e-19,1.08198294530859e-17,33.0613987333792,"Down"
"POLR1A",-0.854113034179745,11.3811846988945,-11.9159009197719,4.0889913018875e-19,1.08905547808801e-17,33.0535455825218,"Down"
"FLVCR2",1.2056101606728,11.381806078309,11.9122928746452,4.15146393855811e-19,1.10416290875528e-17,33.0384790590538,"Up"
"SNF8",0.510577842068774,12.7485854411238,11.9097879544985,4.19540019275884e-19,1.11304980781592e-17,33.0280181331768,"Up"
"KREMEN1",1.47556399083927,14.2256833084185,11.909727313336,4.19646961859463e-19,1.11304980781592e-17,33.0277648778996,"Up"
"DDIAS",1.11370322023445,10.3566606684354,11.9016667086446,4.34109032588211e-19,1.1498201038333e-17,32.9940978127323,"Up"
"MAP3K20",0.870549501338894,11.7462456576077,11.8926449383664,4.50891310338923e-19,1.19113401699124e-17,32.9564077002713,"Up"
"TSTD2",-0.671458878445807,10.816020014804,-11.8892235815503,4.57425120170684e-19,1.20658442069198e-17,32.942112002311,"Down"
"MARCH9",-0.782929261381436,11.6698388812958,-11.8883942342769,4.5902322970602e-19,1.20913896845606e-17,32.9386464874699,"Down"
"FRG1",0.527902894827604,11.8416353626471,11.887038927585,4.61646937361797e-19,1.21438440248748e-17,32.9329830327302,"Up"
"MYO1E",-0.937875079306094,10.0276714428073,-11.8834770727402,4.68614420644133e-19,1.23102636383438e-17,32.9180980541021,"Down"
"MTERF4",-0.516998176933915,12.5881060396555,-11.8822881659574,4.70963564059619e-19,1.23550728424001e-17,32.9131293059057,"Down"
"SETD6",-0.673892755351448,10.2993909377374,-11.8790954919771,4.7733072486059e-19,1.25050230688921e-17,32.8997855276002,"Down"
"TPI1",0.657927032778301,15.5789550121105,11.8689194778965,4.98208611153203e-19,1.30164625305782e-17,32.857247402178,"Up"
"ALS2CL",-1.41951959835446,9.99010648585593,-11.8685112333941,4.99065106248324e-19,1.30211239609872e-17,32.8555406068964,"Down"
"JPT1",0.895014946968565,14.6708776358762,11.8670196142709,5.02207131759479e-19,1.30853236786666e-17,32.8493042656277,"Up"
"ACOT13",0.538735431359453,10.6321462565374,11.8642600208461,5.08072657476668e-19,1.32202157744234e-17,32.8377659800059,"Up"
"ZNF573",-0.877298930296567,8.2848667665691,-11.8622961410745,5.12288828730055e-19,1.3301009867861e-17,32.8295541865205,"Down"
"MEX3C",-0.798373050604429,11.9614931375357,-11.862059403669,5.12799442249695e-19,1.3301009867861e-17,32.8285642609277,"Down"
"NANS",0.905581602994888,12.2691992452358,11.8618480895549,5.13255653391919e-19,1.3301009867861e-17,32.8276806385039,"Up"
"SFT2D1",0.832362926440957,13.1527201782681,11.8601164552402,5.17009538677652e-19,1.33802347321118e-17,32.820439522899,"Up"
"FBXL5",0.909124768599916,16.2354269203355,11.8586376095545,5.20237285158602e-19,1.34456481654113e-17,32.8142552242748,"Up"
"ZNF280B",-0.864121020325133,7.25083148203824,-11.8529401072982,5.32863406620173e-19,1.37350013386942e-17,32.7904269288489,"Down"
